tanggal_rilis,jam_rilis,judul_berita,link
2014-02-07T00:00:00Z,1899-12-31T07:47:15Z,Sopir Metromini yang Tabrak 6 Motor Dites Urine,https://beritajakarta.com/read/538/Sopir_Metromini_yang_Tabrak_6_Motor_Dites_Urine
2014-02-07T00:00:00Z,1899-12-31T08:25:23Z,"Ada Simulasi Demo Pemilu, Hindari Jl MH Thamrin","https://beritajakarta.com/read/539/Ada_Simulasi_Demo_Pemilu,_Hindari_Jl_MH_Thamrin"
2014-02-07T00:00:00Z,1899-12-31T09:37:37Z,"Rawan Banjir, Rumah Pompa Klingkit Tidak Difungsikan","https://beritajakarta.com/read/585/Rawan_Banjir,_Rumah_Pompa_Klingkit_Tidak_Difungsikan"
2014-02-07T00:00:00Z,1899-12-31T10:17:34Z,Portal Patah di Gunung Antang Bikin Macet,https://beritajakarta.com/read/587/Portal_Patah_di_Gunung_Antang_Bikin_Macet
2014-02-07T00:00:00Z,1899-12-31T11:18:12Z,"Naik BKTB, Basuki Telat Ngantor","https://beritajakarta.com/read/540/Naik_BKTB,_Basuki_Telat_Ngantor"
2014-02-07T00:00:00Z,1899-12-31T01:35:11Z,7 Mobil PNS Jaksel Dicabut Pentil,https://beritajakarta.com/read/612/7_Mobil_PNS_Jaksel_Dicabut_Pentil
2014-02-07T00:00:00Z,1899-12-31T02:04:20Z,"Ciliwung, Urat Nadi Transportasi Air yang Terlupakan","https://beritajakarta.com/read/537/Ciliwung,_Urat_Nadi_Transportasi_Air_yang_Terlupakan"
2014-02-07T00:00:00Z,1899-12-31T02:37:10Z,"Bersepeda, Jokowi Tinjau Jalan Rusak dan Sampah","https://beritajakarta.com/read/573/Bersepeda,_Jokowi_Tinjau_Jalan_Rusak_dan_Sampah"
2014-02-07T00:00:00Z,1899-12-31T03:16:21Z,"Korupsi APBD, Lurah Kayu Putih Ditahan","https://beritajakarta.com/read/541/Korupsi_APBD,_Lurah_Kayu_Putih_Ditahan"
2014-02-07T00:00:00Z,1899-12-31T04:24:34Z,"Bawa Kendaraan Pribadi, PNS Disidak Inspektorat","https://beritajakarta.com/read/555/Bawa_Kendaraan_Pribadi,_PNS_Disidak_Inspektorat"
2014-02-07T00:00:00Z,1899-12-31T05:24:41Z,Banyak JPO Halte Transjakarta Rusak,https://beritajakarta.com/read/613/Banyak_JPO_Halte_Transjakarta_Rusak
2014-02-07T00:00:00Z,1899-12-31T07:14:58Z,Eskalator Terminal Manggarai Membahayakan,https://beritajakarta.com/read/556/Eskalator_Terminal_Manggarai_Membahayakan
2014-02-07T00:00:00Z,1899-12-31T08:06:33Z,Proyek Gorong-gorong Diprotes Warga,https://beritajakarta.com/read/602/Proyek_Gorong-gorong_Diprotes_Warga
2014-02-08T00:00:00Z,1899-12-31T10:48:33Z,Ini Jurus Bebaskan Jakarta dari Banjir,https://beritajakarta.com/read/588/Ini_Jurus_Bebaskan_Jakarta_dari_Banjir
2014-02-08T00:00:00Z,1899-12-31T02:10:34Z,Perwira Polisi Jadi Korban Jalan Berlubang,https://beritajakarta.com/read/557/Perwira_Polisi_Jadi_Korban_Jalan_Berlubang
2014-02-08T00:00:00Z,1899-12-31T03:16:43Z,Korban Banjir Cawang Diberi Bantuan,https://beritajakarta.com/read/542/Korban_Banjir_Cawang_Diberi_Bantuan
2014-02-08T00:00:00Z,1899-12-31T04:04:33Z,Bantuan untuk Korban Banjir Terus Berdatangan,https://beritajakarta.com/read/574/Bantuan_untuk_Korban_Banjir_Terus_Berdatangan
2014-02-08T00:00:00Z,1899-12-31T05:27:07Z,DKI Lakukan Layanan Kependudukan di Posko Banjir,https://beritajakarta.com/read/558/DKI_Lakukan_Layanan_Kependudukan_di_Posko_Banjir
2014-02-08T00:00:00Z,1899-12-31T06:02:51Z,Warga Bantaran Kali Sentiong Pindah ke Rusunawa,https://beritajakarta.com/read/575/Warga_Bantaran_Kali_Sentiong_Pindah_ke_Rusunawa
2014-02-09T00:00:00Z,1899-12-31T11:42:52Z,Hujan Bakal Mengguyur Jakarta Sepanjang Hari Ini,https://beritajakarta.com/read/601/Hujan_Bakal_Mengguyur_Jakarta_Sepanjang_Hari_Ini
2014-02-09T00:00:00Z,1899-12-31T02:07:39Z,30 Lapak PKL di Krendang Ditertibkan,https://beritajakarta.com/read/576/30_Lapak_PKL_di_Krendang_Ditertibkan
